City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,motygino,58.1831,94.7592,16.64,99,98,0.89,RU,1690323322
285,sumbe,-11.2061,13.8437,19.58,91,50,2.59,AO,1690323322
286,remire-montjoly,4.9167,-52.2667,28.02,83,0,1.54,GF,1690323246
287,fonte boa,-2.4959,-66.2662,27.65,65,79,0.99,BR,1690323323
288,vernon,50.2581,-119.2691,24.96,31,74,1.03,CA,1690323244
289,cold springs,39.6802,-119.9766,35.77,8,0,8.23,US,1690323035
290,yatou,37.15,122.3833,25.14,91,99,3.23,CN,1690323324
291,suomussalmi,64.8869,28.9078,10.92,99,98,1.6,FI,1690323324
292,whitehorse,60.7161,-135.0538,20.43,52,75,1.54,CA,1690322538
293,papao,-17.75,-149.55,28.82,83,5,7.46,PF,1690323325
294,haiku-pauwela,20.9219,-156.3051,28.98,65,20,12.35,US,1690323325
295,la'ie,21.6477,-157.9253,30.98,70,57,6.99,US,1690323325
296,jabor,5.921,169.6434,28.13,75,89,1.68,MH,1690323325
297,fortuna,40.5982,-124.1573,23.29,71,36,4.63,US,1690323325
298,borjomi,41.8527,43.4128,16.52,96,70,0.97,GE,1690323325
299,sao vicente,-23.9631,-46.3919,26.82,26,40,1.05,BR,1690323326
300,farsan,32.2569,50.561,20.02,23,3,2.22,IR,1690323326
301,greymouth,-42.4667,171.2,6.91,82,31,2.29,NZ,1690323326
302,oriximina,-1.7656,-55.8661,28.9,47,57,1.53,BR,1690323326
303,prince rupert,54.3161,-130.3201,15.05,90,100,3.09,CA,1690323315
304,sultanah,24.4926,39.5857,36.25,9,0,2.06,SA,1690323327
305,flying fish cove,-10.4217,105.6791,23.82,94,100,4.12,CX,1690323327
306,hithadhoo,-0.6,73.0833,28.06,79,98,6.58,MV,1690323327
307,genhe,50.7833,121.5167,15.84,95,29,0.24,CN,1690323328
308,lakatoro,-16.0999,167.4164,23.15,79,100,7.88,VU,1690323328
309,nishon tumani,38.694,65.6751,27.14,36,0,0.0,UZ,1690323328
310,linxia chengguanzhen,35.6003,103.2064,17.0,68,96,1.58,CN,1690323328
311,fang,19.9169,99.2145,22.0,99,82,0.8,TH,1690323328
312,makassar,-5.14,119.4221,21.03,94,20,1.03,ID,1690323156
313,guiren,33.6697,118.1889,25.73,92,97,3.47,CN,1690323329
314,korhogo,9.45,-5.6333,23.95,89,98,1.97,CI,1690323329
315,cabo san lucas,22.8909,-109.9124,34.23,55,75,3.6,MX,1690322969
316,khandyga,62.6667,135.6,18.67,89,24,1.15,RU,1690323330
317,nanuque,-17.8392,-40.3539,20.49,95,86,2.15,BR,1690323330
318,la huacana,18.9667,-101.8167,30.82,60,84,0.55,MX,1690323330
319,nova sintra,14.8667,-24.7167,22.36,85,28,4.83,CV,1690323330
320,saipan,15.1355,145.701,29.39,100,40,5.14,MP,1690323186
321,buta,2.7858,24.73,20.93,100,94,0.83,CD,1690323331
322,chita,52.0333,113.55,11.94,100,100,1.0,RU,1690323229
323,ponta delgada,37.7333,-25.6667,21.4,83,75,1.03,PT,1690323331
324,laojunmiao,39.8333,97.7333,20.82,26,85,2.07,CN,1690323331
325,funafuti,-8.5243,179.1942,31.0,84,75,6.69,TV,1690323331
326,tambovka,50.0969,128.0489,20.26,81,81,2.12,RU,1690323332
327,tenno,39.9,139.9667,25.56,86,0,3.67,JP,1690323332
328,san mariano,7.5,126.0,22.75,89,90,1.61,PH,1690323332
329,albania,41.0,20.0,28.56,27,38,2.57,AL,1690323332
330,akureyri,65.6835,-18.0878,8.96,81,75,4.12,IS,1690323332
331,raton,36.9034,-104.4391,34.19,24,40,4.12,US,1690323333
332,bikenibeu village,1.3673,173.1241,25.98,94,100,1.03,KI,1690323333
333,verkhnevilyuysk,63.4453,120.3167,16.2,57,33,2.64,RU,1690323333
334,riohacha,11.5444,-72.9072,30.39,64,16,8.42,CO,1690323165
335,antsiranana,-12.2787,49.2917,21.91,82,84,5.55,MG,1690323333
336,saint-francois,46.4154,3.9054,13.69,88,0,1.54,FR,1690323138
337,fort st. john,56.2499,-120.8529,13.94,82,75,7.72,CA,1690323334
338,aberdeen,57.1437,-2.0981,11.27,82,75,2.57,GB,1690323334
339,buchanan,5.8808,-10.0467,24.48,89,97,1.79,LR,1690323334
340,siracusa,37.0881,15.2792,29.77,49,0,1.14,IT,1690323334
341,suksun,57.1431,57.3949,14.17,76,67,2.02,RU,1690323335
342,rehoboth,-23.3167,17.0833,14.17,35,0,3.25,NA,1690323335
343,kenitra,34.261,-6.5802,20.42,75,0,2.84,MA,1690323335
344,benoy,8.9833,16.3199,23.95,84,80,1.79,TD,1690323335
345,burao,9.5221,45.5336,24.03,49,28,11.45,SO,1690323332
346,skeldon,5.8833,-57.1333,25.81,89,50,2.23,GY,1690323336
347,sabzevar,36.2126,57.6819,29.18,15,0,2.36,IR,1690323336
348,manay,7.215,126.5397,26.09,79,96,4.55,PH,1690323336
349,kailua-kona,19.6406,-155.9956,29.6,81,40,4.12,US,1690323336
350,mata-utu,-13.2816,-176.1745,26.73,76,100,6.94,WF,1690323337
351,matthew town,20.95,-73.6667,30.13,70,91,6.7,BS,1690323337
352,san matias,-16.3667,-58.4,28.56,27,0,1.95,BO,1690323337
353,mogocha,53.7333,119.7667,15.51,94,26,0.14,RU,1690323337
354,palmer,42.1584,-72.3287,22.75,100,100,2.06,US,1690323337
355,ta`u,-14.2336,-169.5144,25.47,70,33,4.26,AS,1690323338
356,dompu,-8.5356,118.4622,20.62,97,8,1.07,ID,1690323338
357,santo antonio,-6.3106,-35.4789,21.49,84,100,4.39,BR,1690323338
358,blessington,53.17,-6.5325,14.51,86,40,3.6,IE,1690323338
359,miquelon,47.0975,-56.3814,21.0,93,99,3.21,PM,1690323338
360,biltine,14.5333,20.9167,31.9,38,81,5.64,TD,1690323339
361,cuatro cienegas de carranza,26.9833,-102.0833,36.15,21,1,8.89,MX,1690323339
362,fasa,28.9383,53.6482,29.58,42,75,2.06,IR,1690323339
363,kerrville,30.0474,-99.1403,38.08,31,75,3.6,US,1690323339
364,pasighat,28.0667,95.3333,25.22,89,93,0.93,IN,1690323339
365,port augusta,-32.5,137.7667,6.23,76,0,1.2,AU,1690323339
366,kupang,-10.1667,123.5833,21.7,80,32,5.73,ID,1690323340
367,baruun-urt,46.6806,113.2792,19.16,57,65,1.64,MN,1690323340
368,qamdo,31.1667,97.2333,4.23,89,100,0.67,CN,1690323340
369,peace river,56.2501,-117.286,15.17,94,100,6.69,CA,1690323340
370,muroto-misakicho,33.2833,134.15,26.85,79,28,1.95,JP,1690323341
371,las brenas,-27.0897,-61.0816,12.73,82,75,1.27,AR,1690323342
372,tungao,8.7772,125.5719,23.01,95,98,0.43,PH,1690323342
373,rotonda west,26.8837,-82.2901,33.88,82,5,4.02,US,1690323343
374,penzance,50.1186,-5.5371,14.31,79,95,1.76,GB,1690323343
375,la ronge,55.1001,-105.2842,24.14,41,75,6.69,CA,1690323343
376,ciudad lazaro cardenas,17.9583,-102.2,30.4,67,96,4.22,MX,1690323344
377,petatlan,17.5167,-101.2667,30.89,53,40,2.64,MX,1690323344
378,chinchilla,-26.75,150.6333,11.94,74,0,4.14,AU,1690323344
379,willowmore,-33.2926,23.4895,9.7,28,0,1.2,ZA,1690323344
380,zeya,53.75,127.2667,18.82,68,33,0.2,RU,1690323344
381,am timan,11.0297,20.2827,24.77,86,100,2.42,TD,1690323344
382,lospalos,-8.5186,127.0025,18.67,86,71,2.35,TL,1690323345
383,ulladulla,-35.35,150.4667,8.82,76,46,2.12,AU,1690323345
384,fada,9.5667,8.3,20.71,97,12,0.51,NG,1690323345
385,la sarre,48.8002,-79.1996,23.86,41,77,2.17,CA,1690323345
386,kasulu,-4.5767,30.1025,19.46,47,1,1.46,TZ,1690323345
387,uglegorsk,49.0833,142.0333,18.29,95,69,2.13,RU,1690323346
388,hiriyur,13.9456,76.6192,21.61,86,100,8.18,IN,1690323346
389,margate,51.3813,1.3862,17.05,69,77,2.24,GB,1690323346
390,peniche,39.3558,-9.3811,18.49,83,0,9.22,PT,1690323346
391,umba,66.6871,34.3429,8.81,98,50,1.46,RU,1690323346
392,nuku'alofa,-21.1333,-175.2,24.19,60,40,2.57,TO,1690323346
393,selfoss,63.9331,-20.9971,12.25,89,99,3.09,IS,1690323347
394,san luis de la loma,17.2706,-100.8939,31.58,61,70,2.74,MX,1690323347
395,esperanza,19.5847,-70.9849,30.32,46,97,5.88,DO,1690323347
396,bagaha,27.1,84.0833,27.17,79,100,1.8,IN,1690323347
397,saint-joseph,-21.3667,55.6167,19.21,73,23,0.68,RE,1690323347
398,lancaster,40.2504,-76.2499,27.7,68,20,0.89,US,1690323112
399,mingyue,43.1069,128.9217,22.33,86,100,1.04,CN,1690323348
400,yacimiento rio turbio,-51.5732,-72.3508,-7.34,89,21,2.67,AR,1690323348
401,al qadarif,14.0349,35.3834,27.14,66,95,5.08,SD,1690323348
402,kondopoga,62.2057,34.2614,9.83,94,80,1.25,RU,1690323348
403,coahuayana de hidalgo,18.7,-103.6583,30.62,66,85,2.24,MX,1690323349
404,debesy,57.6529,53.8049,13.27,98,62,2.34,RU,1690323349
405,monte carmelo,-18.7247,-47.4986,20.65,51,58,2.04,BR,1690323349
406,bathsheba,13.2167,-59.5167,26.34,94,20,1.03,BB,1690323349
407,palopo,-2.9996,120.1921,23.13,86,7,1.43,ID,1690323349
408,happy valley-goose bay,53.3168,-60.3315,20.17,77,75,0.0,CA,1690323315
409,al bayda',32.7627,21.7551,26.12,40,0,2.21,LY,1690323350
410,medicine hat,50.0501,-110.6683,29.24,21,75,10.29,CA,1690323326
411,guerrero negro,27.9769,-114.0611,26.82,51,30,7.31,MX,1690323350
412,turgen,43.4006,77.5933,20.07,30,0,3.64,KZ,1690323351
413,san patricio,28.017,-97.5169,36.76,39,13,8.0,US,1690323237
414,la cocha,-27.7773,-65.5704,15.36,59,39,2.06,AR,1690323089
415,anadarko,35.0726,-98.2437,40.45,13,72,7.04,US,1690323351
416,crucecita,-28.95,-58.9833,13.99,84,100,0.52,AR,1690323351
417,nantucket,41.2835,-70.0995,28.03,87,0,4.12,US,1690323073
418,northam,51.0333,-4.2167,13.14,89,16,2.1,GB,1690323352
419,mossel bay,-34.1831,22.146,13.02,69,1,2.0,ZA,1690323352
420,wiradesa,-6.8922,109.619,23.79,79,100,2.72,ID,1690323352
421,olinda,-8.0089,-34.8553,24.85,88,40,4.12,BR,1690323352
422,al burayqah,30.4062,19.5739,28.09,75,0,6.21,LY,1690323352
423,birzai,56.2,24.75,13.1,93,55,2.74,LT,1690323352
424,columbia falls,48.3725,-114.1815,27.73,24,0,5.14,US,1690323353
425,khalis,33.82,44.5264,35.01,16,0,4.3,IQ,1690323353
426,gelendost,38.1208,31.0153,22.01,30,0,2.35,TR,1690323353
427,tekirdag,40.978,27.5085,24.64,61,0,2.88,TR,1690323353
428,crossett,33.1282,-91.9612,34.99,26,2,3.44,US,1690323353
429,beau vallon,-20.4189,57.6953,21.23,94,40,2.06,MU,1690323353
430,kpandu,6.9954,0.2931,24.21,90,23,3.12,GH,1690323354
431,lorengau,-2.0226,147.2712,26.75,84,100,7.43,PG,1690323354
432,jiangzi,28.95,89.6333,8.8,64,100,2.07,CN,1690323354
433,kyren,51.6828,102.1408,12.95,85,75,0.62,RU,1690323141
434,vera,-29.4593,-60.2126,12.75,85,96,0.71,AR,1690323354
435,vegreville,53.5001,-112.0518,21.17,52,100,8.75,CA,1690323355
436,waimanalo,21.35,-157.7208,30.95,58,20,5.66,US,1690323355
437,castillos,-34.1667,-53.8333,12.02,93,100,3.18,UY,1690323355
438,kerikeri,-35.2268,173.9474,12.73,78,5,3.58,NZ,1690323355
439,bom jesus,-9.0744,-44.3586,25.43,30,2,2.07,BR,1690323355
440,ouadda,8.0777,22.4007,20.77,99,100,0.96,CF,1690323356
441,hasaki,35.7333,140.8333,28.22,85,81,3.83,JP,1690323356
442,tafuna,-14.3358,-170.72,27.97,74,40,3.09,AS,1690323356
443,knyaze-volkonskoye,48.4642,135.4567,23.19,89,82,3.37,RU,1690323356
444,borovichi,58.3878,33.9155,15.37,99,88,2.21,RU,1690323356
445,roma,43.2128,-75.4557,26.99,64,0,3.09,US,1690323215
446,myshkin,57.7897,38.4545,15.51,88,100,3.06,RU,1690323357
447,beitbridge,-22.2167,30.0,17.99,73,100,3.77,ZW,1690323357
448,arraial do cabo,-22.9661,-42.0278,21.98,88,0,7.72,BR,1690323357
449,ulan bator,47.9077,106.8832,13.07,82,20,2.0,MN,1690323358
450,mejit,10.2753,170.8646,28.2,81,60,8.2,MH,1690323358
451,dhidhdhoo,6.8833,73.1,27.59,81,100,4.59,MV,1690323358
452,rio gallegos,-51.6226,-69.2181,-8.97,100,0,3.6,AR,1690323358
453,nadym,65.5333,72.5167,18.46,81,99,4.86,RU,1690323358
454,san juan,-31.5375,-68.5364,15.53,30,4,4.39,AR,1690323241
455,malvan,16.0667,73.4667,25.48,89,100,8.1,IN,1690323359
456,zhaoyuan,37.3592,120.3964,25.23,91,100,2.03,CN,1690323359
457,robit,12.0167,39.6333,21.57,62,100,3.63,ET,1690323359
458,vredendal,-31.6683,18.5012,18.02,31,93,3.58,ZA,1690323359
459,puerto baquerizo moreno,-0.9,-89.6,26.55,78,20,4.63,EC,1690323360
460,salinas de hidalgo,22.6333,-101.7167,20.87,55,80,8.88,MX,1690323360
461,howard springs,-12.497,131.047,15.95,53,9,3.07,AU,1690323360
462,l'alcora,40.0667,-0.2,25.12,59,5,2.03,ES,1690323360
463,smithers,54.7804,-127.1743,16.18,77,75,3.09,CA,1690323361
464,salekhard,66.53,66.6019,16.01,93,100,4.23,RU,1690323361
465,sao jose da coroa grande,-8.8978,-35.1478,23.77,83,78,3.48,BR,1690323361
466,seven pagodas,12.6264,80.1722,26.14,67,100,6.09,IN,1690323361
467,bayanaul,50.7889,75.6956,17.38,48,54,1.53,KZ,1690323361
468,mohammedia,33.7066,-7.3944,21.96,100,0,2.06,MA,1690323362
469,bardai,11.65,7.2333,24.21,79,86,3.78,NG,1690323362
470,mana,5.6592,-53.7767,26.59,85,38,4.33,GF,1690323362
471,qujing,25.4833,103.7833,16.07,93,80,1.85,CN,1690323228
472,buarcos,40.166,-8.8768,17.19,84,0,7.52,PT,1690323363
473,simanggang,1.2472,111.4528,23.99,94,52,0.0,MY,1690323363
474,basco,20.4487,121.9702,28.97,86,100,24.75,PH,1690323363
475,querecotillo,-4.8378,-80.6456,29.88,45,70,7.57,PE,1690323364
476,midvagur,62.0511,-7.1939,9.46,87,100,3.09,FO,1690323364
477,presidencia roque saenz pena,-26.7852,-60.4388,14.31,83,100,1.48,AR,1690323364
478,puerto armuelles,8.2833,-82.8667,28.99,70,98,1.34,PA,1690323365
479,ticul,20.4,-89.5333,39.25,21,98,3.11,MX,1690323365
480,chardara,41.2547,67.9692,27.57,24,0,5.19,KZ,1690323365
481,wellington,-41.2866,174.7756,7.81,91,100,18.01,NZ,1690322807
482,harper,4.375,-7.7169,24.81,85,100,3.84,LR,1690323366
483,tanumah,27.1,44.1333,33.93,9,100,3.67,SA,1690323366
484,tegueste,28.5167,-16.3167,19.81,86,40,8.05,ES,1690323366
485,pascagoula,30.3658,-88.5561,34.4,55,0,2.06,US,1690323367
486,sur,22.5667,59.5289,29.79,70,100,2.57,OM,1690323367
487,gornyak,50.9942,81.4661,15.34,64,0,1.54,RU,1690323367
488,inari,68.906,27.0288,11.11,96,100,1.8,FI,1690323367
489,kingscliff,-28.2667,153.5667,17.09,77,100,3.6,AU,1690323368
490,puerto carreno,6.189,-67.4859,26.35,86,57,4.68,CO,1690323368
491,luderitz,-26.6481,15.1594,12.15,93,51,3.25,NA,1690323368
492,yuanping,38.7153,112.7575,20.36,79,9,0.29,CN,1690323368
493,mutum biyu,8.6333,10.7667,25.49,78,100,1.91,NG,1690323368
494,sete lagoas,-19.4658,-44.2467,21.49,51,1,3.49,BR,1690323105
495,abadan,30.3392,48.3043,38.39,9,5,4.46,IR,1690323184
496,pecos,31.4229,-103.4932,39.46,13,0,6.17,US,1690323305
497,goundam,16.4145,-3.6708,32.55,41,49,1.69,ML,1690323369
498,urzhar,47.093,81.6294,22.87,37,61,3.77,KZ,1690323369
499,san carlos,9.6612,-68.5827,27.55,89,86,1.15,VE,1690323369
500,souillac,-20.5167,57.5167,20.21,94,40,2.06,MU,1690323370
501,callao,-12.0667,-77.15,20.4,73,100,6.17,PE,1690323128
502,zheleznogorsk-ilimskiy,56.5768,104.1217,15.04,95,99,0.81,RU,1690323370
503,guaimaro,21.05,-77.35,29.35,72,76,6.43,CU,1690323370
504,ad dawadimi,24.5077,44.3924,30.64,12,98,5.47,SA,1690323370
505,clarksdale,34.2001,-90.5709,32.99,52,0,3.6,US,1690323371
506,viqueque,-8.8673,126.3658,20.34,84,68,1.4,TL,1690323371
507,alofi,-19.0595,-169.9187,23.94,64,34,2.06,NU,1690323371
508,saiha,22.4833,92.9667,21.92,98,95,1.08,IN,1690323371
509,terbuny,52.1389,38.2789,21.31,52,100,6.27,RU,1690323372
510,mithi,24.7318,69.7981,28.35,82,31,5.69,PK,1690323372
511,villa bruzual,9.3328,-69.1208,26.95,91,70,1.69,VE,1690323372
512,acajutla,13.5928,-89.8275,31.38,60,61,3.07,SV,1690323372
513,mikhaylov,54.2292,39.0186,17.51,94,100,4.2,RU,1690323373
514,chengde,40.9725,117.9361,21.44,87,15,0.33,CN,1690323373
515,puerto aysen,-45.4,-72.7,4.88,100,99,1.23,CL,1690323373
516,puerto leguizamo,-0.1934,-74.7819,26.66,77,80,1.53,CO,1690323373
517,thatta,24.7475,67.9235,28.88,77,5,3.97,PK,1690323373
518,shenkursk,62.1091,42.896,13.86,77,75,1.93,RU,1690323374
519,kone,-21.0595,164.8658,21.11,56,35,4.37,NC,1690323374
520,manicore,-5.8092,-61.3003,29.21,43,1,0.87,BR,1690323374
521,lahat,-3.8,103.5333,22.68,91,79,0.77,ID,1690323374
522,seeb,23.6703,58.1891,29.05,89,40,7.2,OM,1690323375
523,kati,12.7441,-8.0726,24.67,83,100,2.21,ML,1690323375
524,keflavik,64.0049,-22.5624,13.95,76,100,3.6,IS,1690323375
525,timmins,48.4669,-81.3331,24.9,44,75,1.03,CA,1690323375
526,coruripe,-10.1256,-36.1756,22.83,86,50,3.79,BR,1690323375
527,el charco,2.4769,-78.1105,27.0,87,99,3.34,CO,1690323375
528,ribeira brava,32.65,-17.0667,23.17,85,60,1.58,PT,1690323376
529,tostado,-29.232,-61.7692,12.77,76,100,1.17,AR,1690323376
530,urucara,-2.5364,-57.76,28.86,46,5,1.18,BR,1690323376
531,aioun,16.6614,-9.6149,35.37,37,67,6.86,MR,1690323377
532,namibe,-15.1961,12.1522,16.55,84,88,4.11,AO,1690323377
533,malanje,-9.5402,16.341,19.77,49,3,2.44,AO,1690323377
534,brookings,44.3114,-96.7984,33.99,59,20,7.2,US,1690323210
535,gorom-gorom,14.4439,-0.2361,33.8,41,10,2.07,BF,1690323377
536,nangomba,-10.9,38.5,19.13,73,37,1.43,TZ,1690323377
537,abu jibeha,11.4562,31.2285,24.91,77,94,0.46,SD,1690323378
538,patacamaya,-17.2333,-67.9167,12.28,13,0,6.69,BO,1690323378
539,black river,18.0264,-77.8487,29.39,70,92,1.44,JM,1690323378
540,taoudenni,22.6783,-3.9836,41.39,10,73,4.16,ML,1690323378
541,soanierana ivongo,-16.9167,49.5833,19.51,94,37,1.82,MG,1690323379
542,seydi,39.4816,62.9137,32.53,17,0,4.79,TM,1690323379
543,masuguru,-11.3667,38.4167,20.84,66,51,2.05,TZ,1690323379
544,east ballina,-28.8667,153.5833,12.67,78,87,3.34,AU,1690323379
545,nema,57.5067,50.5011,12.99,97,20,1.24,RU,1690323379
546,polyarnyy,69.1989,33.4478,9.44,96,80,2.62,RU,1690323380
547,cobija,-11.0267,-68.7692,33.1,49,20,3.09,BO,1690323380
548,kamenka,51.3223,42.7678,18.65,67,99,3.24,RU,1690323380
549,zarah sharan,33.1467,68.7917,21.0,64,8,0.15,AF,1690323380
550,holualoa,19.6228,-155.9522,26.54,80,40,4.12,US,1690323380
551,oodweyne,9.4092,45.064,24.05,49,44,9.69,SO,1690323381
552,yanjiang,30.1211,104.6481,24.1,94,99,1.09,CN,1690323381
553,virpur,23.1833,73.4833,26.69,88,100,3.94,IN,1690323381
554,siyabuswa,-25.1132,29.0445,12.84,80,61,2.95,ZA,1690323381
555,yamada,39.4667,141.95,27.06,72,3,1.27,JP,1690323382
556,ishigaki,24.3448,124.1572,29.07,84,20,9.26,JP,1690323382
557,lido di ostia,41.7321,12.2765,26.43,55,0,7.72,IT,1690323382
558,general acha,-37.377,-64.6043,10.22,62,47,4.33,AR,1690323382
559,pingyin,36.2831,116.4453,24.87,85,0,2.55,CN,1690323382
560,suining,30.508,105.5733,24.62,94,71,1.16,CN,1690323383
561,hajjah,15.6943,43.6058,25.33,36,100,0.22,YE,1690323383
562,diebougou,10.9667,-3.25,24.7,83,11,2.15,BF,1690323383
563,pazarcik,37.4869,37.2996,26.11,40,0,2.42,TR,1690323383
564,yeppoon,-23.1333,150.7333,20.14,71,6,8.09,AU,1690323383
565,hadibu,12.65,54.0333,25.06,78,67,10.71,YE,1690323384
566,mirny,62.5353,113.9611,19.02,72,70,3.13,RU,1690323384
567,figeac,44.75,1.9167,13.21,77,56,1.85,FR,1690323384
